"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"BELÉM","FEMININO",56,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",69.23,1,0.0480104483338073,2.82,0.79,"ENS SUPER COMP",1.65,2016-07-23,2016,7,7,108.75
"BELÉM","FEMININO",38,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",52.24,3,0.148843402983621,2.92,0.78,"ENS SUPER COMP",2.25,2017-08-19,2017,8,7,300.13
"BELÉM","FEMININO",48,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",168.39,1,0.0788102442445233,3.24,0.71,"ENS SUPER INCOMP",6.09375,2023-04-21,2023,4,6,945.26
"BELÉM","FEMININO",55,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",155.32,1,0.136840049801394,3.45,0.73,"ENS SUPER INCOMP",4.6875,2023-04-18,2023,4,3,628.43
"ANANINDEUA","MASCULINO",65,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",105.67,3,0.248871421162039,2.04,0.54,"ENS MÉDIO COMP",1.4175,2019-02-20,2019,2,4,337.53
"BELÉM","MASCULINO",60,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",125.39,1,0.138529359642416,2.85,0.62,"ENS MÉDIO COMP",2.31,2021-06-27,2021,6,1,249.53
"ANANINDEUA","FEMININO",50,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",216.75,1,0.0599147334042937,1.96,0.68,"ENS SUPER INCOMP",3.536,2025-11-27,2025,11,5,720.51
"BELÉM","MASCULINO",50,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",296.25,2,0.128446114268154,2.7,0.6,"ENS MÉDIO COMP",2.652,2017-11-24,2017,11,6,1369.48
"BELÉM","MASCULINO",50,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",329.09,2,0.104372778441757,3.03,0.62,"ENS MÉDIO COMP",6.96,2024-09-21,2024,9,7,4102.81
"BELÉM","FEMININO",33,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",275.43,2,0.142463859017007,3.03,0.73,"ENS SUPER INCOMP",3.9,2025-01-06,2025,1,2,1842.29
"ANANINDEUA","FEMININO",45,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5069.65,1,0.012570775882341,2.89,0.67,"ENS MÉDIO COMP",3.24,2021-05-31,2021,5,2,16219.18
"ANANINDEUA","FEMININO",61,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",271.2,1,0.224907697085291,2.68,0.72,"ENS SUPER INCOMP",1.05,2018-06-05,2018,6,3,220.72
"ANANINDEUA","MASCULINO",70,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",117.17,1,0.0751891226042062,1.89,0.69,"ENS SUPER INCOMP",2.75,2022-01-30,2022,1,1,297.99
"ANANINDEUA","MASCULINO",32,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",5177.07,1,0.0397835669619963,2.72,0.56,"ENS MÉDIO COMP",1.575,2019-01-09,2019,1,4,7829.49
"BENEVIDES","FEMININO",37,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",164.25,2,0.196500999499112,1.93,0.66,"ENS MÉDIO COMP",4.725,2023-10-31,2023,10,3,1247.16
"BELÉM","MASCULINO",54,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",259.72,1,0.247406895784661,2.44,0.59,"ENS MÉDIO COMP",2.875,2020-03-10,2020,3,3,561.96
"MARITUBA","FEMININO",15,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",98.22,2,0.206756391050294,2.21,0.64,"ENS MÉDIO COMP",1.386,2018-10-07,2018,10,1,215.97
"BELÉM","MASCULINO",58,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",162.52,1,0.17050880426541,2.97,0.6,"ENS MÉDIO COMP",0.715,2015-07-03,2015,7,6,96.39
"BELÉM","FEMININO",17,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3285.06,2,0.0236501781921834,2.24,0.67,"ENS MÉDIO COMP",3.978,2025-11-26,2025,11,4,25517.82
"BELÉM","MASCULINO",29,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",415.13,1,0.190238278699107,3.13,0.6,"ENS MÉDIO COMP",3.74,2020-11-29,2020,11,1,1257.22
"ANANINDEUA","FEMININO",65,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",111.7,1,0.130808122945018,2.05,0.75,"ENS SUPER INCOMP",6.63,2025-11-29,2025,11,7,643.7
"BELÉM","MASCULINO",39,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",323.34,1,0.0554238360840827,3.34,0.57,"ENS MÉDIO COMP",3.3075,2019-10-26,2019,10,7,1010.17
"BELÉM","FEMININO",53,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4055.55,1,0.0678152324911207,2.85,0.66,"ENS MÉDIO COMP",2.415,2019-03-25,2019,3,2,9129.96
"BELÉM","MASCULINO",30,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",68.1,1,0.116387452557683,3.66,0.64,"ENS MÉDIO COMP",4.3125,2023-12-26,2023,12,3,259.5
"BELÉM","FEMININO",35,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",256.87,1,0.200131532084197,3.46,0.7,"ENS SUPER INCOMP",6.9,2024-12-21,2024,12,7,1417.69
"BELÉM","FEMININO",25,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",246.95,1,0.170846639177762,3.08,0.65,"ENS MÉDIO COMP",2.21375,2019-12-01,2019,12,1,453.29
"ANANINDEUA","FEMININO",35,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",347.59,1,0.198251208774745,2.24,0.69,"ENS SUPER INCOMP",0.405,2015-02-18,2015,2,4,112.87
"BELÉM","FEMININO",31,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",238.52,1,0.0540613456815481,3.04,0.67,"ENS MÉDIO COMP",4,2024-01-16,2024,1,3,902.5
"BELÉM","FEMININO",34,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",290.24,1,0.0921975364629179,3.48,0.77,"ENS SUPER COMP",2.079,2017-10-15,2017,10,1,547.78
"BELÉM","FEMININO",68,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",138.19,2,0.0739629638381302,3.42,0.78,"ENS SUPER COMP",3.01875,2019-12-14,2019,12,7,772.61
"ANANINDEUA","FEMININO",20,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",105.18,1,0.0518492027558386,2.46,0.65,"ENS MÉDIO COMP",4.3125,2023-03-14,2023,3,3,430.07
"BELÉM","FEMININO",46,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",293.19,2,0.195702720703557,3.41,0.83,"ENS SUPER COMP",1.38,2016-03-07,2016,3,2,650.84
"BELÉM","MASCULINO",29,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",2584.55,1,0.142670763512142,3.07,0.63,"ENS MÉDIO COMP",2.5,2022-01-11,2022,1,3,5539.53
"ANANINDEUA","MASCULINO",59,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",400.19,1,0.0597358930390328,2.16,0.5,"ENS MÉDIO INCOMP",2.268,2021-10-20,2021,10,4,853.41
"ANANINDEUA","FEMININO",29,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",359.64,1,0.0752913134405389,2.35,0.64,"ENS MÉDIO COMP",0.99,2018-07-11,2018,7,4,329.24
"BELÉM","MASCULINO",40,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",169.08,1,0.12862093328964,3.2,0.64,"ENS MÉDIO COMP",4.42,2025-11-11,2025,11,3,651.21
"ANANINDEUA","MASCULINO",42,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",483.16,1,0.0913174254819751,2.35,0.6,"ENS MÉDIO COMP",1.375,2016-04-10,2016,4,1,603.68
"BELÉM","FEMININO",39,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",111.2,1,0.0673988488968462,3.28,0.67,"ENS MÉDIO COMP",0.7475,2015-03-13,2015,3,6,77.52
"ANANINDEUA","MASCULINO",61,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",345.36,1,0.124138878374361,2.39,0.57,"ENS MÉDIO COMP",3.77,2025-09-30,2025,9,3,1140.38
"ANANINDEUA","MASCULINO",15,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",42.54,1,0.0764680392574519,1.61,0.48,"ENS MÉDIO INCOMP",2.25,2022-08-17,2022,8,4,88.4
"BELÉM","MASCULINO",49,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",204.71,1,0.241995252016932,2.92,0.52,"ENS MÉDIO COMP",0.45,2015-02-10,2015,2,3,69.83
"ANANINDEUA","FEMININO",31,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",116.55,1,0.0598091891268268,2.15,0.69,"ENS SUPER INCOMP",2.5875,2020-03-25,2020,3,4,283.54
"BELÉM","MASCULINO",38,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",50.79,1,0.247074460517615,2.93,0.6,"ENS MÉDIO COMP",1.5,2016-08-27,2016,8,7,57.36
"ANANINDEUA","FEMININO",47,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",170.7,3,0.17752202549018,2.04,0.81,"ENS SUPER COMP",2.61,2020-09-30,2020,9,4,1099.31
"BELÉM","FEMININO",30,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",89.51,1,0.148045729617588,3,0.79,"ENS SUPER COMP",2.52,2020-10-29,2020,10,5,192.17
"BELÉM","FEMININO",30,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",111,1,0.0744543147273362,2.94,0.76,"ENS SUPER COMP",4.125,2022-07-23,2022,7,7,423.78
"BELÉM","MASCULINO",33,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",84.5,2,0.0416286690765992,3.23,0.52,"ENS MÉDIO COMP",2,2021-08-10,2021,8,3,323.93
"BELÉM","FEMININO",44,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",136.05,1,0.0651054916484281,3.39,0.71,"ENS SUPER INCOMP",3.75,2022-01-08,2022,1,7,476.97
"BELÉM","FEMININO",50,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",110.75,2,0.135672700996511,3.54,0.66,"ENS MÉDIO COMP",3.264,2021-11-01,2021,11,2,624.89
"BELÉM","MASCULINO",52,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",465.63,1,0.116314798593521,2.48,0.53,"ENS MÉDIO COMP",6.1425,2025-10-04,2025,10,7,2527.46
"ANANINDEUA","FEMININO",43,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",109.97,1,0.0295736758736894,1.89,0.71,"ENS SUPER INCOMP",2.25,2017-04-03,2017,4,2,240.12
"BELÉM","FEMININO",20,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",91.92,2,0.142666973476298,2.87,0.75,"ENS SUPER INCOMP",0.504,2015-10-29,2015,10,5,79.44
"ANANINDEUA","MASCULINO",35,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",290.02,1,0.170665707299486,2.2,0.53,"ENS MÉDIO COMP",2.4255,2019-10-27,2019,10,1,583.39
"BELÉM","MASCULINO",75,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",80.75,1,0.1716217435617,3.17,0.75,"ENS SUPER INCOMP",2.176,2021-11-25,2021,11,5,145.56
"BELÉM","FEMININO",47,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",240.31,1,0.0344541030935943,3.02,0.75,"ENS SUPER INCOMP",0.99,2018-02-18,2018,2,1,229.71
"SANTA BÁRBARA","FEMININO",15,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",47.73,2,0.0868315429287031,1.58,0.49,"ENS MÉDIO INCOMP",3.74,2020-11-01,2020,11,1,326.02
"ANANINDEUA","FEMININO",67,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",303.23,1,0.0692606734484434,1.87,0.74,"ENS SUPER INCOMP",4.524,2025-09-29,2025,9,2,1276.8
"BELÉM","FEMININO",21,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",288.51,1,0.156493247449398,2.89,0.71,"ENS SUPER INCOMP",2.205,2019-06-17,2019,6,2,536.61
"BELÉM","FEMININO",61,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",3560.35,2,0.0572792369872332,2.62,0.74,"ENS SUPER INCOMP",1.65,2016-07-09,2016,7,7,11076.17
"BELÉM","MASCULINO",47,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",6101.96,1,0.200544287217781,3.13,0.58,"ENS MÉDIO COMP",3.77,2022-09-23,2022,9,6,18390.99
"BELÉM","MASCULINO",20,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",22.72,5,0.171705039683729,3.01,0.6,"ENS MÉDIO COMP",2.5,2020-04-02,2020,4,5,235.24
"BELÉM","MASCULINO",33,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",6098.38,1,0.168922310136259,2.64,0.55,"ENS MÉDIO COMP",0.87,2015-09-26,2015,9,7,4409.36
"BELÉM","FEMININO",27,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",203.21,1,0.0281831657327712,3.17,0.77,"ENS SUPER COMP",1.4175,2019-02-13,2019,2,4,279.93
"BELÉM","MASCULINO",59,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",337.58,1,0.0877505175257102,2.61,0.58,"ENS MÉDIO COMP",2.925,2025-08-20,2025,8,4,900.77
"ANANINDEUA","FEMININO",32,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",180.33,1,0.131874001082033,2.2,0.68,"ENS SUPER INCOMP",2.205,2019-10-15,2019,10,3,345.19
"BELÉM","MASCULINO",56,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4620.61,2,0.173391873110086,2.34,0.66,"ENS MÉDIO COMP",5.28,2024-07-01,2024,7,2,40333.22
"MARITUBA","FEMININO",57,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",109.93,1,0.0860055160103366,2.09,0.54,"ENS MÉDIO COMP",4.3875,2022-05-27,2022,5,6,440.84
"BELÉM","FEMININO",34,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",464.97,2,0.049125198381953,2.55,0.75,"ENS SUPER INCOMP",1.265,2018-12-30,2018,12,1,1118.58
"BELÉM","MASCULINO",57,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",175.23,2,0.076455583749339,2.71,0.67,"ENS MÉDIO COMP",2.7,2022-05-12,2022,5,5,873.9
"ANANINDEUA","FEMININO",31,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",444.97,1,0.0834489087108523,2.19,0.59,"ENS MÉDIO COMP",4.43625,2025-06-13,2025,6,6,1809.27
"BELÉM","FEMININO",38,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",99.53,1,0.0724944960372522,3.07,0.75,"ENS SUPER INCOMP",1.02,2015-11-14,2015,11,7,94.16
"MARITUBA","FEMININO",32,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",53.52,1,0.0904003029037267,2,0.7,"ENS SUPER INCOMP",3.01875,2019-12-28,2019,12,7,146.96
"BENEVIDES","FEMININO",31,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",56.14,1,0.141361840260215,1.95,0.64,"ENS MÉDIO COMP",4.875,2025-04-14,2025,4,2,234.99
"BELÉM","MASCULINO",50,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",34.39,1,0.121262685190886,2.97,0.64,"ENS MÉDIO COMP",3.06,2022-11-09,2022,11,4,92.47
"MARITUBA","MASCULINO",39,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",140.77,1,0.214486483065411,1.92,0.49,"ENS MÉDIO INCOMP",2.625,2020-06-16,2020,6,3,290.26
"MARITUBA","FEMININO",74,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",3800.6,1,0.158484030296095,2.14,0.75,"ENS SUPER INCOMP",3.025,2022-07-17,2022,7,1,9674.75
"ANANINDEUA","MASCULINO",26,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",62,1,0.189047150593251,2.4,0.54,"ENS MÉDIO COMP",2.3,2020-12-31,2020,12,5,115.64
"BELÉM","FEMININO",52,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",301.77,2,0.0624332825187594,2.91,0.67,"ENS MÉDIO COMP",1.08,2018-02-12,2018,2,2,611.13
"BELÉM","FEMININO",46,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",91.82,3,0.0405683757131919,3.2,0.7,"ENS SUPER INCOMP",4.032,2024-10-03,2024,10,5,1065.6
"ANANINDEUA","FEMININO",38,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",2592.37,1,0.132514510164037,1.94,0.64,"ENS MÉDIO COMP",2.835,2017-10-21,2017,10,7,6375.47
"SANTA BÁRBARA","FEMININO",40,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",123.21,2,0.108782540108077,1.49,0.58,"ENS MÉDIO COMP",3.75,2023-01-17,2023,1,3,823.55
"ANANINDEUA","MASCULINO",24,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",98.9,2,0.14707076985389,1.66,0.55,"ENS MÉDIO COMP",3.575,2025-07-29,2025,7,3,603.14
"BELÉM","FEMININO",23,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",42.52,1,0.130398789159954,2.46,0.77,"ENS SUPER COMP",0.5775,2015-06-21,2015,6,1,21.35
"ANANINDEUA","MASCULINO",42,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",170.42,1,0.0798012314364314,2.3,0.53,"ENS MÉDIO COMP",0.6325,2015-12-13,2015,12,1,99.19
"BELÉM","FEMININO",53,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",88.16,2,0.0775191023014486,3.35,0.76,"ENS SUPER COMP",3.48,2020-09-28,2020,9,2,566.03
"BENEVIDES","FEMININO",46,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",104.93,1,0.0818995932163671,2.04,0.7,"ENS SUPER INCOMP",3.75,2022-04-25,2022,4,2,361.26
"BELÉM","FEMININO",39,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",258.22,2,0.119957280014642,3.15,0.8,"ENS SUPER COMP",1.65,2017-07-25,2017,7,3,749.91
"BELÉM","MASCULINO",59,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",214.06,2,0.0904642359819263,3.15,0.59,"ENS MÉDIO COMP",0.54,2015-05-07,2015,5,5,210.27
"BELÉM","FEMININO",27,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",53.64,1,0.164451390597969,3.23,0.7,"ENS SUPER INCOMP",1.856,2021-09-30,2021,9,5,83.18
"BELÉM","FEMININO",44,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",330.1,1,0.0772874152613804,3.32,0.65,"ENS MÉDIO COMP",3.57,2019-11-09,2019,11,7,1087.38
"MARITUBA","MASCULINO",60,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",267.56,1,0.0774173550307751,2.08,0.58,"ENS MÉDIO COMP",1.65,2017-01-22,2017,1,1,407.3
"BELÉM","FEMININO",39,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5812.98,1,0.0979575995635241,3.23,0.58,"ENS MÉDIO COMP",4.42,2020-11-13,2020,11,6,23176.51
"ANANINDEUA","FEMININO",64,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",81.94,2,0.138817787542939,2.32,0.65,"ENS MÉDIO COMP",2.31,2021-06-27,2021,6,1,326.01
"ANANINDEUA","FEMININO",47,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",177.04,1,0.090484209866263,2.6,0.59,"ENS MÉDIO COMP",3.6,2024-01-24,2024,1,4,579.67
"ANANINDEUA","FEMININO",53,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",182.16,2,0.0730593265034258,2.48,0.63,"ENS MÉDIO COMP",1.755,2017-02-24,2017,2,6,592.67
"BELÉM","FEMININO",35,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",288.62,1,0.138649324085563,3.14,0.68,"ENS SUPER INCOMP",2.31,2021-06-06,2021,6,1,574.27
"SANTA BÁRBARA","MASCULINO",30,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",51.06,3,0.122734547201544,2.28,0.48,"ENS MÉDIO INCOMP",1.81125,2019-12-04,2019,12,4,243.39
"ANANINDEUA","FEMININO",35,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",127.59,2,0.118203417980112,2.12,0.67,"ENS MÉDIO COMP",2.2,2021-08-29,2021,8,1,495.04
"SANTA BÁRBARA","FEMININO",62,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",101.52,1,0.0605626394972205,1.53,0.58,"ENS MÉDIO COMP",1.1,2018-07-31,2018,7,3,104.91
"BELÉM","MASCULINO",49,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",110.25,1,0.146603655209765,2.91,0.63,"ENS MÉDIO COMP",2.7,2020-02-17,2020,2,2,254.03
"BELÉM","MASCULINO",38,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",375.62,1,0.0812099597416818,2.73,0.59,"ENS MÉDIO COMP",2.25,2017-08-26,2017,8,7,776.51
"ANANINDEUA","MASCULINO",33,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",52.99,1,0.150196398654953,2.03,0.53,"ENS MÉDIO COMP",2.25,2017-01-14,2017,1,7,101.32
"ANANINDEUA","FEMININO",29,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",215.87,1,0.0366793908970431,2.37,0.65,"ENS MÉDIO COMP",5.28,2024-07-22,2024,7,2,1097.99
"BELÉM","FEMININO",67,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4838.42,2,0.046960058179684,3.26,0.84,"ENS SUPER COMP",3.65625,2025-04-02,2025,4,4,33719.45
"BELÉM","MASCULINO",38,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",67.53,1,0.132056382577866,3.35,0.6,"ENS MÉDIO COMP",3.915,2023-09-20,2023,9,4,229.47
"BELÉM","FEMININO",28,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4301.06,1,0.214753131335601,3,0.79,"ENS SUPER COMP",2.03,2019-09-17,2019,9,3,6856.11
"BELÉM","MASCULINO",16,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",307.67,1,0.0916686575673521,2.8,0.55,"ENS MÉDIO COMP",4.05,2023-05-11,2023,5,5,1131.84
"BELÉM","FEMININO",60,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",85.1,1,0.0110493158129975,2.74,0.69,"ENS SUPER INCOMP",1.25,2016-04-26,2016,4,3,105.2
"MARITUBA","FEMININO",47,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",101.05,1,0.0595290122786537,1.86,0.51,"ENS MÉDIO COMP",4.85875,2025-12-19,2025,12,6,461.75
"BELÉM","MASCULINO",50,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",140.15,2,0.128710207766853,3.46,0.66,"ENS MÉDIO COMP",1.856,2021-09-23,2021,9,5,453.28
"BELÉM","MASCULINO",48,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",63.26,1,0.121493754065596,3.56,0.54,"ENS MÉDIO COMP",1.495,2018-03-02,2018,3,6,83.08
"BELÉM","MASCULINO",30,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",8013.42,1,0.136978565976024,2.44,0.57,"ENS MÉDIO COMP",2.875,2022-03-22,2022,3,3,19882.79
"BELÉM","FEMININO",66,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",509.02,1,0.139066102281213,2.94,0.8,"ENS SUPER COMP",1.35,2017-01-11,2017,1,4,591.61
"BELÉM","FEMININO",48,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",108,3,0.232742539979517,2.99,0.74,"ENS SUPER INCOMP",1.1,2018-01-28,2018,1,1,273.45
"ANANINDEUA","MASCULINO",59,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",3314.99,1,0.131528722401708,2.22,0.5,"ENS MÉDIO INCOMP",4.176,2024-09-18,2024,9,4,12022.59
"ANANINDEUA","FEMININO",55,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",127.97,3,0.145583797176369,2.44,0.63,"ENS MÉDIO COMP",1.74,2017-09-12,2017,9,3,570.75
"BELÉM","FEMININO",32,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",358.29,2,0.0117600102815777,3.28,0.67,"ENS MÉDIO COMP",0.36,2015-02-19,2015,2,5,254.94
"BELÉM","MASCULINO",50,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",97.08,1,0.140928155509755,3.14,0.59,"ENS MÉDIO COMP",3.19,2020-09-27,2020,9,1,266.04
"BELÉM","MASCULINO",71,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",97.97,1,0.0532981098908931,2.99,0.72,"ENS SUPER INCOMP",3.75,2021-04-17,2021,4,7,347.81
"ANANINDEUA","MASCULINO",32,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",60.44,1,0.141536545804702,2.52,0.54,"ENS MÉDIO COMP",4.875,2023-08-04,2023,8,6,252.94
"BELÉM","FEMININO",39,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",302.75,2,0.10329157221131,3.22,0.64,"ENS MÉDIO COMP",0.75,2015-01-31,2015,1,7,407.22
"BELÉM","FEMININO",34,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",113.57,1,0.249354977160692,3.69,0.77,"ENS SUPER COMP",1.62,2016-05-30,2016,5,2,138.11
"BELÉM","MASCULINO",37,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",137.18,2,0.213426580745727,2.91,0.6,"ENS MÉDIO COMP",3.01875,2019-12-07,2019,12,7,651.46
